SKU,Description,Department,Class Name,Sub Class Name,dimx,dimy,dimz,weight,,Class,Conveyable Results,NSST Results,Override,Result,Zone,Daily Units,Daily Hits,Daily Cube,Slots,SKU,Min,Max,Heavy,Liquid,Ship-Ready,Bulk Locations,Desired Profile,Module,Slots,SKU,Min,Max,SKU Volume,Recalculated Max,Assigned Slot
1004501352,MKE M18 FUEL 18 GA BRAD NAILER,025H,12 - PNEUMATIC FASTENERS,20 - FINISH NAILERS,5.55,11.35,13.85,5.67,11.35,DFS,CF,CF,,CF,CP2,0.449315068,0.435616438,0.226853698,2,1004501352,5,See Con,N,,Y,0,Carton Flow,2,1,1004501352,5,13,872.446125,13,
1001669849,TRIO 68 IN. STEEL FLOOR LAMP,27,16 - INTERIOR LIGHTING,10 - S/O LAMPS,12.2,22.7,13.2,14.7,13.2,DFC,SR-CON,SR-CON,SR-CON,SR-CON,SR2,0.106849315,0.106849315,0.22604121,FALSE,1001669849,6,41,N,,Y,0,SR,SR,1,1001669849,6,41,3655.608,41,
1002351655,RYB 18V COMPACT BLOWER - TOOL ONLY,025T,9 - PORTABLE POWER,28 - LIFE STYLE,11.6,6.2,8.8,3.4,8.8,DFC,CF,CF,,CF,CP1,0.616438356,0.608219178,0.225776256,1,1002351655,5,See Con,N,,N,0,Carton Flow,1,1,1002351655,5,18,632.896,18,
1000055057,MKE M18 FUEL BAND SAW (TOOL ONLY),025T,9 - PORTABLE POWER,10 - TRADE TOOLS,21.7,12.4,6.3,16.1,12.4,DFC,CF,CF,,CF,CP2,0.230136986,0.230136986,0.225769178,2,1000055057,5,See Con,N,,Y,0,Carton Flow,2,2,1000055057,5,14,1695.204,14,
1002346944,"28""X80"" 1-3/8"" HC MELROSE SLAB",30,25 - INTERIOR DOORS,7 - MOLDED SLABS,1.38,80,28,32,28,DFS,NC,D&P,BULK (PJ),BULK (PJ),BK1,0.126027397,0.052054795,0.225449011,FALSE,1002346944,5,See Con,N,,N,1,IGNORE,IGNORE,IGNORE,1002346944,IGNORE,IGNORE,IGNORE,IGNORE,
852543,MKE 12V CRDLSS PVC SHEAR,025T,9 - PORTABLE POWER,17 - BATTERIES/CHARGERS,17.1,13.5,5.4,10.35,13.5,DFC,CF,CF,,CF,CP1,0.312328767,0.309589041,0.225315925,2,852543,5,See Con,N,,N,0,Carton Flow,1,2,852543,5,18,1246.59,18,
797467,3/4HP B900 CONTIN FEED GRBGE DISPSR,029A,14 - DISPOSERS,12 - DISPOSERS,8.75,14.5,8.75,15.94,8.75,DFS,CF,CF,,CF,CP2,0.350684932,0.350684932,0.225298072,1,797467,5,See Con,N,,N,0,Carton Flow,2,1,797467,5,10,1110.15625,10,
622291,GBAY-DB-TP_MT-SST-33X22X6,029B,21 - KITCHEN SINKS,2 - STAINLESS STEEL,33.5,6.5,22.5,8.8,22.5,DFS,SR-CON,SR-NC,SR-CON,SR-CON,SR2,0.079452055,0.032876712,0.225269335,FALSE,622291,3,30,N,,Y,0,SR,SR,1,622291,3,30,4899.375,30,
1005142645,6 FT. DW FIBERGLASS STEPLADDER,22,8 - LADDERS,4 - FIBERGLASS STEP,16,74,6,20,16,DFS,NC,D&P,,D&P,SR2,0.054794521,0.049315068,0.225266362,FALSE,1005142645,16,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,1005142645,IGNORE,IGNORE,IGNORE,IGNORE,
816217,BOSCH JACK 15AMP BREAKER HAMMER,025T,9 - PORTABLE POWER,12 - ROTARY HAMMERS/BREAKERS,8.5,35,14,56,14,DFC,NC,SR-NC,SR-NC,SR-NC,SR2,0.093150685,0.090410959,0.224521182,FALSE,816217,4,36,N,,N,0,SR,SR,1,816217,4,36,4165,36,
1004461195,HDC BANEBERRY OAK-20.8 SF/CA,023F,1 - VINYL PLANK,11 - HDC RIGID CORE,42.56,2.13,7.64,34.833,7.64,DFS,NC,SR-NC,BULK (FLS),BULK (FLS),BK1,0.55890411,0.087671233,0.224010382,FALSE,1004461195,28,See Con,N,,N,1,IGNORE,IGNORE,IGNORE,1004461195,IGNORE,IGNORE,IGNORE,IGNORE,
1003238846,"PORTWOOD 4"" 2HDL BATH FAUCET BN",029B,3 - FAUCETS,"10 - 2HDL 4"" BATH FAUCETS",12.4,7.5,7.2,4.6,7.5,DFS,CF,CF,,CF,CP1,0.578082192,0.41369863,0.224006849,1,1003238846,5,See Con,N,,N,0,Carton Flow,1,1,1003238846,5,17,669.6,17,
1005902487,MKE M18 TRIMMER/BLOWER COMBO,028I,32 - PORTABLE,17 - COMBO KITS,7.09,39.84,14.29,24.25,14.29,DFC,NC,SR-NC,SR-NC,SR-NC,SR2,0.095890411,0.095890411,0.223990312,FALSE,1005902487,3,37,N,,Y,0,SR,SR,1,1005902487,3,37,4036.433424,37,
1002347381,"36""X80"" 1-3/4"" FRENCH 15LT FIR SLAB",30,24 - EXTERIOR DOORS,2 - WOOD,80,1.75,36,75,36,DFS,NC,D&P,,D&P,SR2,0.076712329,0.076712329,0.223744292,FALSE,1002347381,5,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,1002347381,IGNORE,IGNORE,IGNORE,IGNORE,
1004122395,CLX DISINFECT BATHROOM SPY 30OZ,028I,4 - CLEANING,31 - DISINFECTING CLEANER,3,10.13,4.88,2.14,4.88,DFS,CF,CF,CF,CF,CP2,2.605479452,1.167123288,0.223611655,1,1004122395,9,See Con,N,Y,N,0,Carton Flow Liquid,2,1,1004122395,9,77,148.3032,77,
1001645015,DAWN DISH ORG 75OZ,028I,4 - CLEANING,4 - CLEANING CHEMICALS,3.8,11,6.3,5.1,6.3,DFS,NC,CF,SR-OBX,SR-OBX,SR1,1.465753425,0.901369863,0.223374715,FALSE,1001645015,28,565,N,Y,N,0,SR,SR,1,1001645015,28,565,263.34,565,
1000714757,"24"" FAST TRACK STEEL MESH BASKET",059S,16 - GARAGE/GENERAL ORGANIZE,10 - GARAGE WALL SYSTEMS,24.1,8.6,12.1,4.8,12.1,DFC,CF,CF,,CF,CP1,0.153424658,0.101369863,0.22266517,3,1000714757,5,See Con,N,,N,0,Carton Flow,1,3,1000714757,5,14,2507.846,14,
684089,"B&D 8"" ELEC STICK EDGER",028I,32 - PORTABLE,2 - TRIMMERS,12.9,23,10.063,15.09,12.9,DFS,CF,SR-CON,,CF,CP2,0.128767123,0.128767123,0.222487837,3,684089,5,See Con,N,,Y,0,Carton Flow,2,3,684089,5,12,2985.6921,12,
356323,"36""X80"" VIA WHITE FOLDING",30,25 - INTERIOR DOORS,6 - FOLDING PVC DOORS,2.38,80.5,5.5,7.8,5.5,DFS,NC,OBLONG,,OBLONG,SR1,0.364383562,0.2,0.222203331,FALSE,356323,5,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,356323,IGNORE,IGNORE,IGNORE,IGNORE,
1005214483,PIVOTING PRO BLOWER FAN,029A,17 - A/CS AND FANS,4 - FANS,12.5,12.6,10.2,9.1,12.5,DFC,CF,CF,,CF,CP1,0.238356164,0.221917808,0.221596747,2,1005214483,5,See Con,N,,Y,0,Carton Flow,1,2,1005214483,5,14,1606.5,14,
1000017567,PENNINGTON SELF RIMMING LAVATORY,029B,21 - KITCHEN SINKS,20 - LAVATORY SINKS,24.7,9.9,19.7,24.32,19.7,DFS,SR-CON,SR-CON,SR-CON,SR-CON,SR2,0.079452055,0.054794521,0.22149288,FALSE,1000017567,4,31,N,,N,0,SR,SR,1,1000017567,4,31,4817.241,31,
818771,"36"" 100 SS WHITE W/ BLACK HDW",30,24 - EXTERIOR DOORS,6 - VENTILATING STORM DOORS,1.75,86.25,38.56,60,38.56,DFS,NC,D&P,,D&P,SR2,0.065753425,0.057534247,0.221466895,FALSE,818771,5,See Con,N,,Y,0,IGNORE,IGNORE,IGNORE,818771,IGNORE,IGNORE,IGNORE,IGNORE,
1000046026,"16X26"" RECESSED FRAMELESS MED CAB",029B,22 - VANITIES,4 - MEDICINE CABINETS,28,5,17.5,9.87,17.5,DFC,NC,CF,SR-OBX,SR-OBX,SR1,0.156164384,0.150684932,0.221413623,FALSE,1000046026,4,61,N,,N,0,SR,SR,1,1000046026,4,61,2450,61,
697932,15A WHT DECORA SWITCH 10PK,27,2 - WIRING DEVICES,7 - SWITCHES,2.95,4.45,7.6,1.47,4.45,DFS,CF,CF,,CF,CP2,3.832876712,1.271232877,0.221297614,1,697932,10,See Con,N,,N,0,Carton Flow,2,1,697932,10,115,99.769,115,
1000950028,CADET 3 1.28 GPF TOILET TANK ONLY FO,029B,32 - TOILETS & SEATS,7 - TOILETS,17.6,15.7,10.3,29.65,15.7,DFC,NC,SR-CON,SR-OBX,SR-OBX,SR1,0.134246575,0.134246575,0.221110325,FALSE,1000950028,7,52,N,,N,0,SR,SR,1,1000950028,7,52,2846.096,52,
1001509809,LV 200 WATT DIGITAL TRANSFORMER DNI,27,18 - EXTERIOR LIGHTING,12 - TRANSFORMERS,8.98,11.85,5.04,6.86,8.98,DFC,CF,CF,,CF,CP1,0.712328767,0.578082192,0.22108637,1,1001509809,5,See Con,N,,N,0,Carton Flow,1,1,1001509809,5,21,536.32152,21,
1005451881,KNOLLWOOD 6LT BLK BRZ LINEAR DNI,27,16 - INTERIOR LIGHTING,4 - CHAND/PENDANT/ISLAND,33.86,20.47,11.81,28.57,20.47,DFS,SR-CON,SR-NC,SR-CON,SR-CON,SR2,0.046575342,0.04109589,0.220631244,FALSE,1005451881,3,18,N,,Y,0,SR,SR,1,1005451881,3,18,8185.678702,18,
1001219171,"36""X80"" 1-3/8"" SC 6PNL PINE SLAB",30,25 - INTERIOR DOORS,8 - STILE & RAIL SLABS,80,1.38,36,57,36,DFS,NC,D&P,BULK (PJ),BULK (PJ),BK1,0.095890411,0.024657534,0.220547945,FALSE,1001219171,5,See Con,N,,N,1,IGNORE,IGNORE,IGNORE,1001219171,IGNORE,IGNORE,IGNORE,IGNORE,
1002145352,RYOBI 4 CYCLE STRAIGHT SHAFT TRIMMER,028I,32 - PORTABLE,2 - TRIMMERS,36.6,10.43,9.84,17.75,10.43,DFS,NC,SR-NC,SR-NC,SR-NC,SR2,0.101369863,0.101369863,0.220356372,FALSE,1002145352,5,40,N,,Y,0,SR,SR,1,1002145352,5,40,3756.30192,40,
1003330157,13 AMP 35 LBS. DEMOLITION HAMMER,025T,9 - PORTABLE POWER,12 - ROTARY HAMMERS/BREAKERS,35,15,8,58,15,DFC,NC,SR-NC,SR-NC,SR-NC,SR2,0.090410959,0.090410959,0.219748858,FALSE,1003330157,4,35,N,,Y,0,SR,SR,1,1003330157,4,35,4200,35,
250279,8 QT ORCHID POTTING MIX,028O,3 - SOILS AND AMENDMENTS,16 - INDOOR SOILS,3.6,16.15,12.35,3.36,12.35,DFS,BIN-END,CF,BIN-END,BIN-END,CP2,0.528767123,0.010958904,0.21971651,3,250279,9,See Con,N,,N,0,Bin Endcap,2,2,250279,9,5,718.029,5,
1001360483,30 IN. W X 14.2 IN. D VENTILATED SHO,059S,16 - GARAGE/GENERAL ORGANIZE,10 - GARAGE WALL SYSTEMS,29.87,5.62,15.25,3.7,15.25,DFC,CF,CF,,CF,CP2,0.147945205,0.071232877,0.219178797,4,1001360483,8,See Con,N,,N,0,Carton Flow,2,4,1001360483,8,18,2560.00835,18,
1001217333,7 IN. POLISHER,025T,9 - PORTABLE POWER,8 - SANDERS AND POLISHERS,10.6,9.1,23.1,15,10.6,DFC,CF,SR-CON,,CF,CP1,0.169863014,0.167123288,0.219035407,2,1001217333,5,See Con,N,,N,0,Carton Flow,1,2,1001217333,5,10,2228.226,10,
1005758342,ATTRACT 1HDL SHOWER ONLY FAUCET BN,029B,3 - FAUCETS,4 - TUB & SHOWER,5,9.7,18.65,3.83,9.7,DFS,CF,CF,,CF,CP2,0.416438356,0.364383562,0.217985477,1,1005758342,5,See Con,N,,N,0,Carton Flow,2,1,1005758342,5,13,904.525,13,
1005707345,"PERFORMANCE PLATINUM 42,000 GRAIN WA",026P,9 - WATER TREATMENTS,3 - WATER SOFTNERS,17,49,15,111,17,DFS,NC,BULK (Clamp),,BULK (Clamp),BK3,0.030136986,0.021917808,0.217917618,FALSE,1005707345,5,See Con,N,,N,1,IGNORE,IGNORE,IGNORE,1005707345,IGNORE,IGNORE,IGNORE,IGNORE,
1002861716,UNB (60W) A19 SMT SW 8PK NDIM,27,1 - LIGHT BULBS,35 - HOUSEHOLD A-LINE BULBS,4.37,4.65,7.6,0.92,4.65,DFS,CF,CF,,CF,CP1,2.435616438,1.057534247,0.217677299,1,1002861716,32,See Con,N,,N,0,Carton Flow,1,1,1002861716,32,74,154.4358,74,
560006,"WHITE SHELF 12""X48""",059S,7 - ORGANIZATION,5 - WOOD SHELVING,47.75,0.62,11.87,8.7,11.87,DFS,NC,SR-NC,SR-OBX,SR-OBX,SR1,1.068493151,0.375342466,0.217292026,FALSE,560006,3,424,N,,N,0,SR,SR,1,560006,3,424,351.41135,424,
1002029744,SCOTTS WINTERGUARD W&F 15M (MLAR'S),028O,2 - FERTILIZERS,8 - FALL FERTILIZER,25.25,5,16.7,43.35,16.7,DFC,NC,CF,SR-OBX,SR-OBX,SR1,0.178082192,0.164383562,0.217282431,FALSE,1002029744,5,71,N,,N,0,SR,SR,1,1002029744,5,71,2108.375,71,
413540,555 LEVELPRO SELF-LVL UNDRLYMNT 40LB,023F,14 - FLOORING TOOLS & MATERIA,10 - TILE SURFACE PREPARATION,19.8,4.3,10.8,40.02,10.8,DFS,NC,CF,SR-OBX,SR-OBX,SR1,0.408219178,0.032876712,0.21722363,FALSE,413540,9,162,N,,N,0,SR,SR,1,413540,9,162,919.512,162,
1004065033,"42""  BELLINA LED CEILING FAN ORB",27,20 - CEILING FANS,30 - 49 IN. & SMALLER INDOOR,17.62,9.25,10.12,11.88,10.12,DFS,CF,CF,,CF,CP2,0.22739726,0.117808219,0.217054922,2,1004065033,5,See Con,N,,Y,0,Carton Flow,2,2,1004065033,5,14,1649.4082,14,
1003306573,M18 FUEL JIG SAW (TOOL-ONLY),025T,9 - PORTABLE POWER,7 - JIG SAWS,3.94,10.63,9.13,5.44,9.13,DFS,CF,CF,,CF,CP1,0.978082192,0.969863014,0.216437185,1,1003306573,5,See Con,N,,N,0,Carton Flow,1,1,1003306573,5,30,382.384486,30,
1000477970,WELLWORTH 1.28 GPF TOILET TANK ONLY,029B,32 - TOILETS & SEATS,7 - TOILETS,20.3,17.7,13.1,43.1,17.7,DFC,NC,SR-CON,SR-OBX,SR-OBX,SR1,0.079452055,0.079452055,0.216422294,FALSE,1000477970,5,32,N,,N,0,SR,SR,1,1000477970,5,32,4706.961,32,
350438,"UNGER 36"" NIFTY NABBER",028I,11 - TOOLS,9 - SPECIALTY,38,4,3.37,0.7,4,DFS,CF,SR-NC,,CF,CP2,0.728767123,0.339726027,0.216032217,2,350438,20,See Con,N,,N,0,Carton Flow,2,2,350438,20,45,512.24,45,
1000019857,GREASE MONKEY 100CT NITRILE- XLARGE,025H,5 - SECURITY/SAFETY,11 - WORK GLOVES,9.35,2.4,4.85,1.5,4.85,DFC,CF,CF,,CF,CP1,3.424657534,0.753424658,0.215693969,1,1000019857,6.849315068,See Con,N,,N,0,Carton Flow,1,1,1000019857,6.849315068,105,108.834,105,
1002727118,BLACK OUTDOOR INTEGRATED LED LANDSCA,27,18 - EXTERIOR LIGHTING,11 - LOW VOLTAGE LANDSCAPE,12.2,11.4,9.4,5.2,11.4,DFC,CF,CF,,CF,CP2,0.284931507,0.189041096,0.215570472,2,1002727118,5,See Con,N,,N,0,Carton Flow,2,2,1002727118,5,18,1307.352,18,
1001069237,ENTRADA 1.28 GPF ELONGATED TOILET BO,029B,32 - TOILETS & SEATS,7 - TOILETS,26.625,17.25,14.75,54,17.25,DFC,NC,CF,SR-OBX,SR-OBX,SR1,0.054794521,0.054794521,0.214814765,FALSE,1001069237,4,22,N,,N,0,SR,SR,1,1001069237,4,22,6774.398438,22,
1000973973,SCHLAGE LAT BED/BATH MB,025H,10 - DOOR LOCKS,4 - PRIVACY,3.2,9.55,6.5,1.99,6.5,DFC,CF,CF,,CF,CP1,1.868493151,0.528767123,0.214790208,1,1000973973,5,See Con,N,,N,0,Carton Flow,1,1,1000973973,5,58,198.64,58,
883387,SIMPLE GREEN APC 320OZ,028I,4 - CLEANING,4 - CLEANING CHEMICALS,6.7,14.5,8.7,22.4,8.7,DFS,NC,CF,SR-OBX,SR-OBX,SR1,0.438356164,0.312328767,0.214410198,FALSE,883387,15,176,N,Y,N,0,SR,SR,1,883387,15,176,845.205,176,
946348,"36"" PARADISE COVE BRONZE SCREEN DOOR",30,24 - EXTERIOR DOORS,7 - METAL SCREEN DOORS,1.88,83.25,36,20,36,DFS,NC,D&P,,D&P,SR2,0.065753425,0.024657534,0.21439726,FALSE,946348,5,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,946348,IGNORE,IGNORE,IGNORE,IGNORE,
1005159383,BOHEMIAN PIERCED METAL 52 IN. CLEAR,27,20 - CEILING FANS,33 - 50 TO 54 IN. INDOOR CEIL,25,11.5,14.25,22,14.25,DFC,SR-CON,SR-CON,SR-CON,SR-CON,SR2,0.090410959,0.090410959,0.214353239,FALSE,1005159383,5,36,N,,N,0,SR,SR,1,1005159383,5,36,4096.875,36,
1001804464,ELKAY-QUICK INSTALL-DB-TM-SS-33X22X8,029B,21 - KITCHEN SINKS,2 - STAINLESS STEEL,25,10.13,35.5,19.4,25,DFS,NC,SR-NC,SR-NC,SR-NC,SR2,0.04109589,0.035616438,0.213812191,FALSE,1001804464,2,17,N,,N,0,SR,SR,1,1001804464,2,17,8990.375,17,
1000019258,HDX BOWL BRUSH WITH CADDY,028I,4 - CLEANING,5 - CLEANING TOOLS,5.1,18,5.1,0.5,5.1,DFS,CF,CF,,CF,CP2,0.789041096,0.383561644,0.213780822,2,1000019258,14,See Con,N,,N,0,Carton Flow,2,2,1000019258,14,49,468.18,49,
1004814384,"MOD 60IN 3/8"" SLIDING DOOR, BL",029B,23 - TUBS AND SHOWERS,5 - TUB & SHOWER DOORS,78,3.5,35.25,204,35.25,DFS,NC,BULK (PJ),,BULK (PJ),BK1,0.038356164,0.030136986,0.213605879,FALSE,1004814384,5,See Con,N,,Y,1,IGNORE,IGNORE,IGNORE,1004814384,IGNORE,IGNORE,IGNORE,IGNORE,
1001815981,BUILDER LOW PROFILE 52 IN. INDOOR SN,27,20 - CEILING FANS,33 - 50 TO 54 IN. INDOOR CEIL,20.6,10.9,12.5,20.85,12.5,DFC,SR-CON,CF,SR-CON,SR-CON,SR2,0.131506849,0.120547945,0.213603501,FALSE,1001815981,7,53,N,,Y,0,SR,SR,1,1001815981,7,53,2806.75,53,
1005072707,MACSTREET 1LT 9IN MATBLK WALLLNTRN,27,18 - EXTERIOR LIGHTING,2 - WALL,10.85,7.65,9.1,2.64,9.1,DFC,CF,CF,,CF,CP1,0.487671233,0.342465753,0.213165033,1,1005072707,5,See Con,N,,N,0,Carton Flow,1,1,1005072707,5,15,755.32275,15,
573682,"ANVIL 2"" METAL HEAVY SPRING CLAMP",025T,2 - FASTENING TOOLS,4 - CLAMPS/VICES,6,4,1.12,0.36,4,DFS,BIN-END,SR-NC,BIN-END,BIN-END,CP1,0.032876712,0.010958904,0.000511416,4,573682,210,See Con,N,,N,0,Bin Endcap,1,4,573682,210,1,26.88,289,
1002109505,8 FT. X 20 IN. TOUGH STUFF WIRE SHEL,059S,16 - GARAGE/GENERAL ORGANIZE,10 - GARAGE WALL SYSTEMS,96,2,20,13.91,20,DFC,NC,D&P,,D&P,SR2,0.095890411,0.063013699,0.213089802,FALSE,1002109505,18,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,1002109505,IGNORE,IGNORE,IGNORE,IGNORE,
245819,11/16 X3-1/2X8 PVC 6624 RB3 WHITE,30,20 - MOULDINGS,10 - POLYMER,1,96,3.5,2.4648,3.5,DFS,NC,OBLONG,,OBLONG,SR1,1.093150685,0.063013699,0.212557078,FALSE,245819,5,See Con,N,,N,0,IGNORE,IGNORE,IGNORE,245819,IGNORE,IGNORE,IGNORE,IGNORE,
1002279065,GLD JPRN QRY I/B VAL 10' RH CTOP,029B,26 - STOCK COUNTERTOPS,2 - LAMINATE COUNTER TOPS,25.5,4.38,120,107.999,25.5,DFS,NC,BULK (PJ),,BULK (PJ),BK1,0.02739726,0.021917808,0.2125,FALSE,1002279065,5,See Con,N,,Y,1,IGNORE,IGNORE,IGNORE,1002279065,IGNORE,IGNORE,IGNORE,IGNORE,
1005594939,POWERSPEED WHOLE HOUSE REWIND BAGLES,029A,16 - FLOORCARE,2 - UPRIGHTS,13.8,28.9,14.6,17.6,14.6,DFS,SR-CON,SR-CON,SR-CON,SR-CON,SR2,0.063013699,0.063013699,0.212334722,FALSE,1005594939,5,26,N,,Y,0,SR,SR,1,1005594939,5,26,5822.772,26,
356082,SCOTTS MINI BROADCAST SPREADER,028O,2 - FERTILIZERS,6 - SPREADERS,21.75,18,15.5,15.33,18,DFS,SR-CON,CF,SR-CON,SR-CON,SR2,0.060273973,0.049315068,0.21166524,FALSE,356082,5,25,N,,Y,0,SR,SR,1,356082,5,25,6068.25,25,
1004593831,SAN CLEMENTE MATTE BLACK SINGLE CYLI,025H,10 - DOOR LOCKS,5 - HANDLESETS,5.6,21.5,8.7,6.05,8.7,DFS,CF,CF,,CF,CP2,0.347945205,0.22739726,0.210917618,1,1004593831,5,See Con,N,,N,0,Carton Flow,2,1,1004593831,5,11,1047.48,11,
501666,"BANBURY 8"" 2HDL BATH FAUCET BN",029B,3 - FAUCETS,"11 - 2HDL 8"" BATH FAUCETS",13.1,5.6,9.2,4.4,9.2,DFS,CF,CF,,CF,CP1,0.539726027,0.336986301,0.210802993,1,501666,5,See Con,N,,N,0,Carton Flow,1,1,501666,5,17,674.912,17,
1005743184,BLACK TOP LOAD WATER DISPENSER,026P,9 - WATER TREATMENTS,8 - WATER DISPENSERS,14.1,44,15.3,32.41,15.3,DFS,NC,SR-NC,,SR-NC,SR2,0.038356164,0.038356164,0.210695205,FALSE,1005743184,3,16,N,,Y,0,SR,SR,1,1005743184,3,16,9492.12,16,
1000555388,52 IN. ITALIAN COUNTRYSIDE COCOA CEI,27,20 - CEILING FANS,33 - 50 TO 54 IN. INDOOR CEIL,28.5,10.9,15.8,29.6,15.8,DFC,SR-CON,CF,SR-CON,SR-CON,SR2,0.073972603,0.073972603,0.210114298,FALSE,1000555388,4,30,N,,Y,0,SR,SR,1,1000555388,4,30,4908.27,30,
1002640421,"42"" KENNESAW LED CEILING FAN WHT",27,20 - CEILING FANS,30 - 49 IN. & SMALLER INDOOR,10.2,9,17.6,11.13,10.2,DFS,CF,CF,,CF,CP2,0.224657534,0.063013699,0.210054795,2,1002640421,5,See Con,N,,N,0,Carton Flow,2,2,1002640421,5,14,1615.68,14,
1000530778,3 FT. WHITE SNAP-IN GUTTER GUARD,22,10 - ROOFING,60 - S/O RESIDENTIAL ROOFING,36.13,0.5,6.38,0.3,6.38,DFC,CF,SR-NC,,CF,CP1,3.147945205,0.194520548,0.209962662,2,1000530778,75,See Con,N,,N,0,Carton Flow,1,2,1000530778,75,199,115.2547,199,
1003161246,BAR KEEPERS FRIEND APC&POLISH 21OZ,028I,4 - CLEANING,4 - CLEANING CHEMICALS,2.92,7.75,2.92,1.415,2.92,DFS,CF,CF,CF,CF,CP2,5.490410959,2.016438356,0.209956111,1,1003161246,12,See Con,N,Y,N,0,Carton Flow Liquid,2,1,1003161246,12,174,66.0796,174,
1002162797,"AVSFS130SS - 30"" HD SS",029A,15 - COOKING,12 - RANGE HOODS,33.6,24.2,7.4,21.42,24.2,DFS,NC,SR-NC,SR-NC,SR-NC,SR2,0.060273973,0.060273973,0.20988067,FALSE,1002162797,2,25,N,,Y,0,SR,SR,1,1002162797,2,25,6017.088,25,
958539,"6"" HALO IC HOUSING 6PK",27,13 - RECESSED LIGHTING,8 - CANS 6 INCH,24,8.75,22.5,10.5,22.5,DFS,SR-CON,SR-NC,SR-CON,SR-CON,SR2,0.076712329,0.076712329,0.209760274,FALSE,958539,4,32,N,,Y,0,SR,SR,1,958539,4,32,4725,32,
1001254664,MORENO 3LT ORB VANITY DNI,27,16 - INTERIOR LIGHTING,"2 - VANITY,WALL & SCONCE",26.5,8.5,8.75,6.45,8.75,DFS,CF,SR-CON,,CF,CP1,0.183561644,0.104109589,0.209368361,2,1001254664,5,See Con,N,,Y,0,Carton Flow,1,2,1001254664,5,12,1970.9375,12,
1004166846,GE 60AMP NON FUSED ACD,27,8 - CIRCUIT PROTECT. DEVICES,9 - DISCONNECT/SAFETY SWITCH,3.5,8,5.625,2.723,5.625,DFS,CF,CF,,CF,CP2,2.295890411,0.238356164,0.209260845,1,1004166846,5,See Con,N,,N,0,Carton Flow,2,1,1004166846,5,73,157.5,73,
1002263860,M12 6.0 AMP HOUR EXTRA CAP. BATTERY,025T,9 - PORTABLE POWER,17 - BATTERIES/CHARGERS,6.9,3,5,1,5,DFC,CF,CF,,CF,CP1,3.493150685,2.287671233,0.209225171,1,1002263860,6.98630137,See Con,N,,N,0,Carton Flow,1,1,1002263860,6.98630137,111,103.5,111,
1003866689,"48"" LED PRISMATIC WRAP",27,15 - COMMERCIAL & INDUSTRIAL,3 - WRAPS,51.57,5.9,2.91,5.11,5.9,DFS,NC,OBLONG,,OBLONG,SR1,0.408219178,0.112328767,0.20916634,FALSE,1003866689,5,See Con,N,,Y,0,IGNORE,IGNORE,IGNORE,1003866689,IGNORE,IGNORE,IGNORE,IGNORE,
1002861275,20 IN. 20-VOLT MAX LITHIUM-ION CORDL,028I,35 - WALKS,5 - CORDLESS MOWERS,34.9,19.3,21.75,70.95,21.75,DFC,NC,SR-NC,,SR-NC,SR2,0.024657534,0.024657534,0.209048908,FALSE,1002861275,3,10,N,,Y,0,SR,SR,1,1002861275,3,10,14650.1475,10,
1002670574,JAO1501L-2 LED PATHWAY LIGHT BLACK,27,18 - EXTERIOR LIGHTING,11 - LOW VOLTAGE LANDSCAPE,18.8,4,5.2,1.94,5.2,DFC,CF,CF,,CF,CP2,0.923287671,0.169863014,0.20893658,1,1002670574,5,See Con,N,,Y,0,Carton Flow,2,1,1002670574,5,29,391.04,29,
1005872211,MKE M18 CP BL 2PC + MULTI-TOOL KIT,025T,9 - PORTABLE POWER,5 - COMBO KITS,16.5,10.8,4.8,13.2,10.8,DFS,CF,CF,,CF,CP1,0.421917808,0.408219178,0.208849315,2,1005872211,5,See Con,N,,N,0,Carton Flow,1,1,1005872211,5,13,855.36,13,
1005712384,20-VOLT MAX LITHIUM-ION ELECTRIC COR,028I,32 - PORTABLE,5 - HEDGE TRIMMERS,13.125,42,6.625,13.3,13.125,DFC,NC,SR-NC,,SR-NC,SR2,0.098630137,0.098630137,0.208449272,FALSE,1005712384,3,41,N,,Y,0,SR,SR,1,1005712384,3,41,3652.03125,41,
1001004095,4-TIER WIRE SHELF IN BLACK,059S,16 - GARAGE/GENERAL ORGANIZE,8 - WIRE SHELVING,6.69,14.48,36.61,30.2,14.48,DFC,CF,SR-NC,,CF,CP2,0.101369863,0.101369863,0.208046077,4,1001004095,5,See Con,N,,Y,0,Carton Flow,2,4,1001004095,5,13,3546.454632,13,
733033,DEWALT METAL LEGS ADJ SAWHORSE,025T,11 - STORAGE DEVICES,9 - SAW HORSES,2.2,32.7,27.2,14.17,27.2,DFS,NC,SR-NC,,SR-NC,SR2,0.183561644,0.098630137,0.207863166,FALSE,733033,2,76,N,,N,0,SR,SR,1,733033,2,76,1956.768,76,
